DIMENSION : 200
Fitness : 3134.75
139 50.672 14.4118
138 49.2355 18.6666
63 45.2018 21.5118
141 48.0714 28.9797
163 54.0854 26.3735
80 54.4063 22.398
20 62.7705 35.2977
73 60.2019 35.1435
167 59.0773 30.5006
51 51.9483 29.6303
134 47.9124 33.7674
145 41.7237 34.4161
54 39.122 26.4496
127 32.971 26.5021
72 37.6982 44.9986
155 39.0345 61.4199
110 39.4764 61.0696
172 38.7328 63.8587
103 33.0356 69.4003
122 30.0684 68.1905
65 27.5565 67.1605
140 32.4207 72.9348
91 37.598 82.703
107 30.2426 85.087
136 40.3816 94.4151
111 44.7313 94.269
95 43.7674 90.3571
130 44.6751 87.4667
6 42.1227 82.9696
131 48.6029 91.3883
23 56.9002 95.1069
125 58.8824 88.6091
159 13.0511 98.4015
185 5.46325 92.9586
198 39.5029 96.3032
183 50.6329 99.9538
71 83.0105 62.3072
149 92.8993 59.265
87 93.7108 54.9702
66 87.602 53.8865
53 76.5454 58.5203
119 74.9747 61.8104
1 78.8889 92.9484
150 74.1904 94.745
128 70.7203 77.2746
74 59.9146 84.6047
45 79.1611 74.91
178 83.6712 67.1369
194 72.1171 47.7924
38 74.8772 47.8687
170 80.0806 38.891
62 90.148 35.0337
90 98.2932 30.1486
99 92.8193 23.8214
133 92.5853 11.7477
189 93.1629 8.18028
19 80.4912 1.25999
164 84.1098 17.7862
2 36.2598 9.2748
61 43.2249 5.99749
44 51.9115 7.39173
86 40.9915 1.15433
126 33.6461 8.35792
31 28.2853 13.7812
22 21.9079 4.83452
40 29.7798 1.67104
144 8.83774 7.54711
191 8.41809 1.30761
174 7.02387 0.554025
196 7.6729 4.53453
60 19.7648 28.4599
153 28.3234 36.6343
173 30.7236 35.7495
135 92.166 38.6649
200 92.2425 55.0229
187 86.936 57.3634
166 92.0088 64.7318
12 94.9943 80.9708
4 97.7553 70.7219
25 92.0732 82.6819
171 78.4456 99.253
36 87.0413 90.6332
15 68.334 91.2275
83 65.4541 91.0421
180 58.9166 84.1417
21 56.5937 84.1268
117 51.0301 88.1469
34 51.9109 83.8491
195 48.4073 94.3625
70 39.1661 96.1746
89 45.8033 80.707
78 31.0027 86.8655
116 30.5263 94.2063
64 33.1138 88.6685
46 24.399 80.8574
184 23.9265 76.6933
28 10.2422 73.8184
29 15.231 63.169
75 23.0548 60.5381
158 17.544 61.6173
35 10.5796 56.8019
11 9.48033 56.7555
168 3.51129 52.7694
5 3.88478 56.867
197 0.861186 57.6577
113 8.23821 37.7933
108 15.8302 47.2732
162 16.2028 43.8172
137 18.5322 26.7653
97 71.2429 21.3544
68 72.3993 18.2874
104 68.8049 10.4496
96 68.3479 8.75655
55 71.5861 7.51442
88 73.631 13.467
69 82.7267 8.654
39 82.6215 10.9325
94 84.3556 2.62549
165 90.3304 2.61436
109 85.4867 21.9501
199 73.3339 25.213
177 80.3513 28.0478
50 86.9569 28.4885
67 81.8521 34.9922
76 90.9294 36.8977
84 97.8416 40.8831
118 99.302 47.6293
169 91.6794 66.0096
181 88.7543 62.1479
176 77.6756 65.8056
124 84.3227 69.8837
93 83.1257 88.4297
17 83.5647 92.2076
186 74.276 64.5883
26 60.1118 57.155
192 2.00131 87.0569
82 6.45106 84.6908
57 8.39986 88.3146
81 4.47751 98.3823
190 3.63163 99.543
193 1.71103 78.2001
120 1.47562 77.9253
101 7.96334 75.3235
123 5.00213 42.2789
13 0.511104 47.192
43 0.0494712 35.0475
114 3.89891 25.9855
56 7.85348 28.1491
112 12.6497 19.6683
121 14.704 18.2691
92 13.1102 19.651
160 4.81709 8.29787
16 41.9297 22.3556
154 49.4073 38.6248
9 55.9481 25.119
157 63.0002 18.6797
58 97.5382 56.2873
115 99.4564 15.2548
132 98.5566 14.9668
48 98.4661 0.661958
7 61.3588 2.32906
77 79.8308 3.52681
33 68.4032 26.7233
98 7.78089 17.5479
129 50.8551 11.5514
142 34.3174 24.3501
156 18.6724 35.3132
188 9.7214 35.4795
175 78.1161 6.76263
41 79.0039 1.60947
106 41.684 41.8714
179 53.3195 52.5799
152 55.7238 66.401
182 58.0914 54.2535
59 55.1316 50.2263
143 84.9165 69.3934
27 63.3725 78.3382
10 4.35027 77.9944
37 9.9412 37.7987
102 13.5033 87.7596
85 20.0588 82.1652
42 24.6219 55.9025
30 44.5963 66.1749
151 65.1849 83.7753
79 61.4511 98.7748
147 28.4883 56.0366
3 63.3698 38.5454
146 58.9515 44.556
32 63.379 40.454
52 49.1294 67.0551
47 50.6641 60.7889
148 58.4373 47.8969
100 45.2724 66.6753
14 97.8169 33.6644
49 49.1144 82.6821
105 14.3377 78.1737
161 52.8123 69.1249
18 47.516 67.1005
8 47.0138 89.8757
24 22.9423 93.5549
EOF
