DIMENSION : 100
Fitness : 1351.5
90 8.06923 50.589
51 18.7006 54.8038
32 21.879 55.1391
76 15.7012 61.3888
63 24.3879 60.9098
68 22.6083 71.8646
33 31.4781 66.9193
48 32.9582 51.786
45 37.6859 48.5575
24 38.6004 48.1742
73 40.3583 43.8542
3 37.2871 42.8978
92 31.4661 45.864
25 39.6416 29.8071
99 42.4404 18.8291
9 43.4934 18.316
20 37.2207 11.7421
100 36.5478 3.40918
61 36.8009 9.49782
14 38.9499 2.62016
16 27.2551 1.45486
84 50.0016 7.72146
38 58.105 12.5279
75 64.4597 6.52111
59 88.9713 7.24618
19 90.6889 11.5116
22 84.4553 13.5867
67 73.5726 8.67374
81 79.2114 14.3076
21 68.206 2.00665
69 83.8122 36.2593
5 88.8457 37.5582
2 95.3427 39.9492
26 96.4008 41.1971
58 94.484 39.7113
93 81.7418 64.659
72 74.8533 64.8258
91 69.704 64.1062
88 67.6105 68.6166
85 71.1379 74.729
27 49.7464 84.6703
83 54.1881 99.2912
70 50.8739 95.3366
13 48.9134 87.025
7 43.9898 85.5757
30 36.4456 97.9247
17 19.4196 77.8662
54 14.9243 69.4249
53 10.4856 63.0339
52 15.6226 53.3083
15 9.41435 47.3753
40 10.7465 35.112
57 2.95576 33.0691
47 13.4243 21.8407
18 18.4011 20.621
36 10.8231 14.1969
28 7.7137 10.192
80 16.4859 8.53032
78 4.3885 13.2291
95 51.0587 27.2278
56 51.1613 26.3499
77 53.117 27.7401
42 70.9262 29.6704
43 78.3361 43.0281
94 90.6634 49.98
79 96.5669 44.2672
64 95.7011 34.4889
29 97.4106 67.9549
87 92.774 69.9437
44 98.0786 78.3405
12 90.958 86.6199
8 97.8801 95.9341
10 78.6713 94.5058
71 64.322 98.5586
1 61.2954 97.5817
60 26.4894 93.0892
49 17.0245 90.4157
65 14.0093 88.3642
4 11.0853 83.0157
55 14.0483 95.4272
41 21.1123 80.7243
50 16.6581 82.9284
34 25.3345 67.0664
35 42.713 36.5394
11 51.6305 28.0189
39 53.6206 35.8466
31 50.0178 45.4469
74 44.8944 43.2913
82 45.1387 45.0979
66 48.7609 59.0418
97 55.9733 76.1666
6 72.5287 74.168
98 73.5628 54.4986
89 56.5936 49.5728
46 47.8856 57.057
62 74.5007 74.9775
23 85.5659 57.7247
86 84.3266 0.649305
96 61.0831 4.20676
37 36.649 94.4623
EOF
